hanzi_sc,hanzi_trad,pinyin,pinyin_style2,level,level_zh,cc_cedict_definitions,Group
读,讀,dú,du2,1,初等|一级,to read out; to read aloud/to read/to attend (school); to study (a subject in school)/to pronounce,Group 16
答,答,dá,da2,1,初等|一级,to answer/to reply/to respond,Group 16
兴,興,xīng,xing1,1,初等|一级,feeling or desire to do sth/interest in sth/excitement,Group 16
试,試,shì,shi4,1,初等|一级,to test/to try/experiment/examination/test,Group 16
爸,爸,bà,ba4,1,初等|一级,father/dad/pa/papa,Group 16
教,教,jiào,jiao4,1,初等|一级,religion/teaching/to make/to cause/to tell,Group 16
边,邊,biān,bian1,1,初等|一级,suffix of a noun of locality,Group 16
谢,謝,xiè,xie4,1,初等|一级,"to thank/to apologize/(of flowers, leaves etc) to wither/to decline",Group 16
记,記,jì,ji4,1,初等|一级,"to record/to note/to memorize/to remember/mark/sign/classifier for blows, kicks, shots",Group 16
班,班,bān,ban1,1,初等|一级,team; class; grade/(military) squad/work shift/CL:個|个[ge4]/classifier for groups of people and scheduled transport vehicles,Group 16
忙,忙,máng,mang2,1,初等|一级,busy/hurriedly/to hurry/to rush,Group 16
考,攷考,kǎo,kao3,1,初等|一级,to check/to verify/to test/to examine/to take an exam/to take an entrance exam for/deceased father,Group 16
南,南,nán,nan2,1,初等|一级,south,Group 16
关,關,guān,guan1,1,初等|一级,"mountain pass/to close; to shut; to turn off/to confine; to lock (sb) up; to shut (sb in a room, a bird in a cage etc)/to concern; to involve",Group 16
同,仝同,tóng,tong2,1,初等|一级,see 衚衕|胡同[hu2 tong4],Group 16
衣,衣,yī,yi1,1,初等|一级,to dress/to wear/to put on (clothes),Group 16
服,服,fú,fu2,1,初等|一级,classifier for medicine: dose/Taiwan pr. [fu2],Group 16
北,北,běi,bei3,1,初等|一级,north/(classical) to be defeated,Group 17
菜,菜,cài,cai4,1,初等|一级,"vegetable; greens (CL:棵[ke1])/dish (of food) (CL:樣|样[yang4],道[dao4],盤|盘[pan2])/(of one's skills etc) weak; poor/(coll.) (one's) type",Group 17
床,床,chuáng,chuang2,1,初等|一级,variant of 床[chuang2],Group 17
休,休,xiū,xiu1,1,初等|一级,to rest/to stop doing sth for a period of time/to cease/(imperative) don't,Group 17
息,息,xī,xi1,1,初等|一级,breath/news/interest (on an investment or loan)/to cease/to stop/to rest/Taiwan pr. [xi2],Group 17
冷,冷,lěng,leng3,1,初等|一级,cold,Group 17
肉,肉,ròu,rou4,1,初等|一级,meat/flesh/pulp (of a fruit)/(coll.) (of a fruit) squashy/(of a person) flabby/irresolute/Kangxi radical 130,Group 17
零,零,líng,ling2,1,初等|一级,zero/nought/zero sign/fractional/fragmentary/odd (of numbers)/(placed between two numbers to indicate a smaller quantity followed by a larger one)/fraction/(in mathematics) remainder (after division)/extra/to wither and fall/to wither,Group 17
坏,壞,huài,huai4,1,初等|一级,bad/spoiled/broken/to break down/(suffix) to the utmost,Group 17
树,樹,shù,shu4,1,初等|一级,tree/CL:棵[ke1]/to cultivate/to set up,Group 17
饭,飯,fàn,fan4,1,初等|一级,cooked rice/CL:碗[wan3]/meal/CL:頓|顿[dun4]/(loanword) fan/devotee,Group 17
忘,忘,wàng,wang4,1,初等|一级,to forget/to overlook/to neglect,Group 18
气,氣,qì,qi4,1,初等|一级,gas; air/smell/weather/to make angry; to annoy; to get angry/vital energy; qi,Group 18
右,右,yòu,you4,1,初等|一级,(bound form) right; right-hand side/(bound form) (politics) right of center/(bound form) (old) west/(literary) the right side as the side of precedence,Group 18
课,課,kè,ke4,1,初等|一级,"subject/course/CL:門|门[men2]/class/lesson/CL:堂[tang2],節|节[jie2]/to levy/tax/form of divination",Group 18
洗,洗,xǐ,xi3,1,初等|一级,to wash; to bathe/to develop (photographs)/to shuffle (cards etc)/to erase (a recording),Group 18
左,左,zuǒ,zuo3,1,初等|一级,left/the Left (politics)/east/unorthodox/queer/wrong/differing/opposite/variant of 佐[zuo3],Group 18
累,纍累,lèi,lei4,1,初等|一级,rope/to bind together/to twist around,Group 18
毛,毛,máo,mao2,1,初等|一级,"hair/feather/down/wool/mildew/mold/coarse or semifinished/young/raw/careless/unthinking/nervous/scared/(of currency) to devalue or depreciate/classifier for Chinese fractional monetary unit ( = 角[jiao3] , = one-tenth of a yuan or 10 fen 分[fen1])",Group 18
姐,姐,jiě,jie3,1,初等|一级,older sister,Group 18
雨,雨,yǔ,yu3,1,初等|一级,"(literary) to rain/(of rain, snow etc) to fall/to precipitate/to wet",Group 18
旁,旁,páng,pang2,1,初等|一级,"one side/other/different/lateral component of a Chinese character (such as 刂[dao1], 亻[ren2] etc)",Group 18
京,京,jīng,jing1,1,初等|一级,capital city of a country/big/algebraic term for a large number (old)/artificial mound (old),Group 19
页,頁,yè,ye4,1,初等|一级,page/leaf,Group 19
贵,貴,guì,gui4,1,初等|一级,expensive/noble/precious/(honorific) your,Group 19
面,面麵,miàn,mian4,1,初等|一级,flour/noodles/(of food) soft (not crunchy)/(slang) (of a person) ineffectual/spineless,Group 19
哥,哥,gē,ge1,1,初等|一级,elder brother,Group 19
茶,茶,chá,cha2,1,初等|一级,"tea/tea plant/CL:杯[bei1],壺|壶[hu2]",Group 19
慢,慢,màn,man4,1,初等|一级,slow,Group 19
星,星,xīng,xing1,1,初等|一级,star/heavenly body/satellite/small amount,Group 19
期,期,qī,qi1,1,初等|一级,"a period of time/phase/stage/classifier for issues of a periodical, courses of study/time/term/period/to hope/Taiwan pr. [qi2]",Group 19
场,場,chǎng,chang3,1,初等|一级,variant of 場|场[chang3],Group 19
妹,妹,mèi,mei4,1,初等|一级,younger sister,Group 19
火,火,huǒ,huo3,1,初等|一级,fire/urgent/ammunition/fiery or flaming/internal heat (Chinese medicine)/hot (popular)/classifier for military units (old)/Kangxi radical 86,Group 19
弟,弟,dì,di4,1,初等|一级,variant of 悌[ti4],Group 19
净,淨,jìng,jing4,1,初等|一级,"clean/completely/only/net (income, exports etc)/(Chinese opera) painted face male role",Group 19
奶,奶嬭,nǎi,nai3,1,初等|一级,mother/variant of 奶[nai3],Group 19
饿,餓,è,e4,1,初等|一级,to be hungry/hungry/to starve (sb),Group 19
果,果,guǒ,guo3,1,初等|一级,variant of 果[guo3]/fruit,Group 20
图,圖,tú,tu2,1,初等|一级,diagram/picture/drawing/chart/map/CL:張|张[zhang1]/to plan/to scheme/to attempt/to pursue/to seek,Group 20
店,店,diàn,dian4,1,初等|一级,inn; old-style hotel (CL:家[jia1])/(bound form) shop; store,Group 20
爷,爺,yé,ye2,1,初等|一级,grandpa/old gentleman,Group 20
牛,牛,niú,niu2,1,初等|一级,"ox/cow/bull/CL:條|条[tiao2],頭|头[tou2]/newton (abbr. for 牛頓|牛顿[niu2 dun4])/(slang) awesome",Group 20
商,商,shāng,shang1,1,初等|一级,"commerce/merchant/dealer/to consult/2nd note in pentatonic scale/quotient (as in 智商[zhi4 shang1], intelligence quotient)",Group 20
馆,館,guǎn,guan3,1,初等|一级,building/shop/term for certain service establishments/embassy or consulate/schoolroom (old)/CL:家[jia1],Group 20
文,文,wén,wen2,1,初等|一级,language/culture/writing/formal/literary/gentle/(old) classifier for coins/Kangxi radical 67,Group 20
桌,桌,zhuō,zhuo1,1,初等|一级,old variant of 桌[zhuo1],Group 20
鸡,雞,jī,ji1,1,初等|一级,fowl/chicken/CL:隻|只[zhi1]/(slang) prostitute,Group 20
蛋,蛋,dàn,dan4,1,初等|一级,"egg/CL:個|个[ge4],打[da2]/oval-shaped thing",Group 20
玩,玩,wán,wan2,1,初等|一级,variant of 玩[wan2]/Taiwan pr. [wan4],Group 20
系,系繫係,xì,xi4,1,初等|一级,to connect/to arrest/to worry,Group 20
假,假,jiǎ,jia3,1,初等|一级,variant of 假[jia3]/to borrow,Group 20
语,語,yǔ,yu3,1,初等|一级,to tell to,Group 20
汉,漢,hàn,han4,1,初等|一级,man,Group 21
客,客,kè,ke4,1,初等|一级,customer/visitor/guest,Group 21
渴,渴,kě,ke3,1,初等|一级,thirsty,Group 21
米,米,mǐ,mi3,1,初等|一级,rice/CL:粒[li4]/meter (classifier),Group 21
条,條,tiáo,tiao2,1,初等|一级,"strip/item/article/clause (of law or treaty)/classifier for long thin things (ribbon, river, road, trousers etc)",Group 21
为,為,wèi,wei4,2,初等|二级,variant of 為|为[wei4],Group 1
自,自,zì,zi4,2,初等|二级,(bound form) self; oneself/from; since/naturally; as a matter of course,Group 1
己,己,jǐ,ji3,2,初等|二级,"self/oneself/sixth of the ten Heavenly Stems 十天干[shi2 tian1 gan1]/sixth in order/letter ""F"" or Roman ""VI"" in list ""A, B, C"", or ""I, II, III"" etc/hexa",Group 1
但,但,dàn,dan4,2,初等|二级,but; yet; however; still/merely; only; just,Group 1
可,可,kě,ke3,2,初等|二级,used in 可汗[ke4 han2],Group 1
以,以,yǐ,yi3,2,初等|二级,to use/by means of/according to/in order to/because of/at (a certain date or place),Group 1
让,讓,ràng,rang4,2,初等|二级,"to yield/to permit/to let sb do sth/to have sb do sth/to make sb (feel sad etc)/by (indicates the agent in a passive clause, like 被[bei4])",Group 1
又,又,yòu,you4,2,初等|二级,(once) again/also/both... and.../and yet/(used for emphasis) anyway,Group 1
已,已,yǐ,yi3,2,初等|二级,already/to stop/then/afterwards,Group 1
经,經,jīng,jing1,2,初等|二级,classics/sacred book/scripture/to pass through/to undergo/to bear/to endure/warp (textile)/longitude/menstruation/channel (TCM)/abbr. for economics 經濟|经济[jing1 ji4],Group 1
因,因,yīn,yin1,2,初等|二级,cause/reason/because,Group 1
题,題,tí,ti2,2,初等|二级,"topic/problem for discussion/exam question/subject/to inscribe/to mention/CL:個|个[ge4],道[dao4]",Group 1
如,如,rú,ru2,2,初等|二级,as/as if/such as,Group 1
更,更,gèng,geng4,2,初等|二级,more/even more/further/still/still more,Group 1
它,它,tā,ta1,2,初等|二级,it,Group 2
只,隻秖只,zhǐ,zhi3,2,初等|二级,"classifier for birds and certain animals, one of a pair, some utensils, vessels etc",Group 2
向,嚮向,xiàng,xiang4,2,初等|二级,variant of 向[xiang4]/direction/orientation/to face/to turn toward/to/towards/shortly before/formerly,Group 2
该,該,gāi,gai1,2,初等|二级,should/ought to/probably/must be/to deserve/to owe/to be sb's turn to do sth/that/the above-mentioned,Group 2
位,位,wèi,wei4,2,初等|二级,position/location/place/seat/classifier for people (honorific)/classifier for binary bits (e.g. 十六位 16-bit or 2 bytes)/(physics) potential,Group 2
才,纔才,cái,cai2,2,初等|二级,(variant of 才[cai2]) just now/(variant of 才[cai2]) (before an expression of quantity) only,Group 2
当,噹當,dāng,dang1,2,初等|二级,at or in the very same.../suitable/adequate/fitting/proper/to replace/to regard as/to think/to pawn/(coll.) to fail (a student),Group 2
所,所,suǒ,suo3,2,初等|二级,"actually/place/classifier for houses, small buildings, institutions etc/that which/particle introducing a relative clause or passive/CL:個|个[ge4]",Group 2
公,公,gōng,gong1,2,初等|二级,"public/collectively owned/common/international (e.g. high seas, metric system, calendar)/make public/fair/just/Duke, highest of five orders of nobility 五等爵位[wu3 deng3 jue2 wei4]/honorable (gentlemen)/father-in-law/male (animal)",Group 2
司,司,sī,si1,2,初等|二级,to take charge of/to manage/department (under a ministry),Group 2
万,萬,wàn,wan4,2,初等|二级,ten thousand/a great number,Group 2
像,像,xiàng,xiang4,2,初等|二级,to resemble/to be like/to look as if/such as/appearance/image/portrait/image under a mapping (math.),Group 2
活,活,huó,huo2,2,初等|二级,to live/alive/living/work/workmanship,Group 2
发,髮發,fā,fa1,2,初等|二级,hair/Taiwan pr. [fa3],Group 2
应,應,yīng,ying1,2,初等|二级,to answer/to respond/to comply with/to deal or cope with,Group 2
成,成,chéng,cheng2,2,初等|二级,to succeed/to finish/to complete/to accomplish/to become/to turn into/to be all right/OK!/one tenth,Group 2
直,直,zhí,zhi2,2,初等|二级,straight/to straighten/fair and reasonable/frank/straightforward/(indicates continuing motion or action)/vertical/vertical downward stroke in Chinese characters,Group 3
定,定,dìng,ding4,2,初等|二级,to fix; to set; to make definite/to subscribe to (a newspaper etc); to book (tickets etc); to order (goods etc)/to congeal; to coagulate/(literary) definitely,Group 3
带,帶,dài,dai4,2,初等|二级,band/belt/girdle/ribbon/tire/area/zone/region/CL:條|条[tiao2]/to wear/to carry/to take along/to bear (i.e. to have)/to lead/to bring/to look after/to raise,Group 3
或,或,huò,huo4,2,初等|二级,maybe/perhaps/might/possibly/or,Group 3
长,長,zhǎng,zhang3,2,初等|二级,chief/head/elder/to grow/to develop/to increase/to enhance,Group 3
而,而,ér,er2,2,初等|二级,and/as well as/and so/but (not)/yet (not)/(indicates causal relation)/(indicates change of state)/(indicates contrast),Group 3
且,且,qiě,qie3,2,初等|二级,and/moreover/yet/for the time being/to be about to/both (... and...),Group 3
其,其,qí,qi2,2,初等|二级,his/her/its/their/that/such/it (refers to sth preceding it),Group 3
通,通,tōng,tong1,2,初等|二级,"classifier for an activity, taken in its entirety (tirade of abuse, stint of music playing, bout of drinking etc)",Group 3
必,必,bì,bi4,2,初等|二级,certainly/must/will/necessarily,Group 3
须,鬚須,xū,xu1,2,初等|二级,beard/mustache/feeler (of an insect etc)/tassel,Group 3
求,求,qiú,qiu2,2,初等|二级,to seek/to look for/to request/to demand/to beseech,Group 3
虽,雖,suī,sui1,2,初等|二级,although/even though,Group 4
然,然,rán,ran2,2,初等|二级,correct/right/so/thus/like this/-ly,Group 4
啊,啊,a,a,2,初等|二级,"modal particle ending sentence, showing affirmation, approval, or consent",Group 4
参,參,cān,can1,2,初等|二级,variant of 參|参[shen1],Group 4
加,加,jiā,jia1,2,初等|二级,"to add/plus/(used after an adverb such as 不, 大, 稍 etc, and before a disyllabic verb, to indicate that the action of the verb is applied to sth or sb previously mentioned)/to apply (restrictions etc) to (sb)/to give (support, consideration etc) to (sth)",Group 4
件,件,jiàn,jian4,2,初等|二级,"item/component/classifier for events, things, clothes etc",Group 4
情,情,qíng,qing2,2,初等|二级,(bound form) feelings; emotion; sentiment; passion/(bound form) situation; condition,Group 4
结,結,jié,jie2,2,初等|二级,knot/sturdy/bond/to tie/to bind/to check out (of a hotel),Group 4
感,感,gǎn,gan3,2,初等|二级,to feel/to move/to touch/to affect/feeling/emotion/(suffix) sense of ~,Group 4
头,頭,tóu,tou2,2,初等|二级,suffix for nouns,Group 4
者,者,zhě,zhe3,2,初等|二级,"(after a verb or adjective) one who (is) .../(after a noun) person involved in .../-er/-ist/(used after a number or 後|后[hou4] or 前[qian2] to refer to sth mentioned previously)/(used after a term, to mark a pause before defining the term)/(old) (used at the end of a command)/(old) this",Group 4
全,全,quán,quan2,2,初等|二级,all/whole/entire/every/complete,Group 4
入,入,rù,ru4,2,初等|二级,to enter/to go into/to join/to become a member of/to confirm or agree with/abbr. for 入聲|入声[ru4 sheng1],Group 4
安,安,ān,an1,2,初等|二级,(bound form) calm; peaceful/to calm; to set at ease/safe; secure; in good health/content; satisfied (as in 安於|安于[an1 yu2])/to place (sb) in a suitable position (job)/to install; to fix; to fit/to bring (a charge against sb)/to harbor (certain intentions)/ampere (abbr. for 安培[an1 pei2]),Group 4
